transaction_id,date,day_of_week,time,daypart,store_id,city,neighborhood,country,product,category,subcategory,unit_price_usd,quantity,gross_total_usd,discount_pct,net_total_usd,profit_usd,margin_pct,payment_method,customer_id,loyalty_tier,stars_earned,season,weather
TXN-0249,2024-12-26,Thursday,17:34,Evening,STR-LA-01,Los Angeles,Downtown,USA,Cold Brew,Beverages,Cold Coffee,4.75,1,4.75,0,4.75,3.65,76.8,App,CUST-01075,Green,2,Winter,Snowy
TXN-0250,2024-09-27,Friday,15:37,Afternoon,STR-NYC-02,New York,Brooklyn,USA,Bacon & Gouda Sandwich,Food,Sandwiches,5.25,1,5.25,0,5.25,3.45,65.7,Card,CUST-02760,Gold,3,Fall,Rainy
TXN-0251,2024-11-10,Sunday,10:15,Mid Morning,STR-CHI-01,Chicago,The Loop,USA,Cold Brew,Beverages,Cold Coffee,4.75,2,9.5,0,9.5,7.3,76.8,Card,CUST-02093,Gold,6,Fall,Snowy
TXN-0252,2024-08-02,Friday,10:11,Mid Morning,STR-MIA-01,Miami,South Beach,USA,Bottled Water,Merchandise,Drinks,2.45,1,2.45,0,2.45,2.05,83.7,Card,CUST-02273,Platinum,3,Summer,Cloudy
TXN-0253,2024-09-07,Saturday,10:28,Mid Morning,STR-BOS-01,Boston,Back Bay,USA,Chocolate Croissant,Food,Bakery,4.45,1,4.45,0,4.45,2.95,66.3,Contactless,CUST-00560,Gold,1,Fall,Cloudy
TXN-0254,2024-07-15,Monday,12:43,Lunch,STR-MIA-01,Miami,South Beach,USA,Impossible Breakfast Sandwich,Food,Sandwiches,6.45,1,6.45,0,6.45,4.25,65.9,Card,CUST-00339,Gold,2,Summer,Windy
TXN-0255,2024-01-16,Tuesday,09:34,Mid Morning,STR-CHI-01,Chicago,The Loop,USA,Espresso,Beverages,Hot Coffee,2.95,1,2.95,0,2.95,2.35,79.7,Contactless,CUST-02252,Gold,3,Winter,Windy
TXN-0256,2024-02-27,Tuesday,13:23,Lunch,STR-AUS-01,Austin,Downtown,USA,Matcha Latte,Beverages,Hot Coffee,6.25,1,6.25,5,5.94,4.55,72.8,Contactless,CUST-02238,Green,3,Winter,Cloudy
TXN-0257,2024-08-05,Monday,15:15,Afternoon,STR-CHI-01,Chicago,The Loop,USA,Iced Latte,Beverages,Cold Coffee,5.75,2,11.5,10,10.35,8.5,73.9,Cash,CUST-01428,Green,4,Summer,Sunny
TXN-0258,2024-08-12,Monday,09:51,Mid Morning,STR-BOS-01,Boston,Back Bay,USA,Iced Latte,Beverages,Cold Coffee,5.75,2,11.5,0,11.5,8.5,73.9,Contactless,CUST-00680,Platinum,6,Summer,Windy
TXN-0259,2024-03-12,Tuesday,17:36,Evening,STR-SEA-01,Seattle,Capitol Hill,USA,Espresso,Beverages,Hot Coffee,2.95,2,5.9,0,5.9,4.7,79.7,Card,CUST-01326,Platinum,6,Spring,Rainy
TXN-0260,2024-05-28,Tuesday,13:57,Lunch,STR-NYC-02,New York,Brooklyn,USA,Strawberry Açaí Refresher,Beverages,Refreshers,5.25,4,21.0,0,21.0,16.4,78.1,Cash,CUST-02687,Gold,4,Spring,Cloudy
TXN-0261,2024-12-25,Wednesday,16:53,Afternoon,STR-LA-02,Los Angeles,Santa Monica,USA,Pike Place Roast,Beverages,Hot Coffee,3.65,1,3.65,5,3.47,2.8,76.7,Contactless,CUST-00583,Platinum,2,Winter,Windy
TXN-0262,2024-11-19,Tuesday,10:04,Mid Morning,STR-NYC-02,New York,Brooklyn,USA,Chai Tea Latte,Beverages,Tea,5.45,2,10.9,0,10.9,8.1,74.3,Cash,CUST-01863,Platinum,4,Fall,Snowy
TXN-0263,2024-06-16,Sunday,17:46,Evening,STR-NYC-02,New York,Brooklyn,USA,Marshmallow Dream Bar,Food,Snacks,2.95,1,2.95,5,2.8,2.15,72.9,Cash,CUST-00260,Gold,3,Summer,Windy
TXN-0264,2024-07-22,Monday,17:31,Evening,STR-CHI-01,Chicago,The Loop,USA,Americano,Beverages,Hot Coffee,3.45,4,13.8,0,13.8,10.8,78.3,Card,CUST-02319,Gold,8,Summer,Snowy
TXN-0265,2024-06-24,Monday,15:53,Afternoon,STR-MIA-01,Miami,South Beach,USA,Frappuccino,Beverages,Cold Coffee,6.95,1,6.95,0,6.95,5.0,71.9,Contactless,CUST-00003,Green,2,Summer,Snowy
TXN-0266,2024-04-13,Saturday,10:55,Mid Morning,STR-CHI-01,Chicago,The Loop,USA,Americano,Beverages,Hot Coffee,3.45,3,10.35,0,10.35,8.1,78.3,App,CUST-01524,Gold,6,Spring,Cloudy
TXN-0267,2024-01-27,Saturday,16:48,Afternoon,STR-LA-02,Los Angeles,Santa Monica,USA,Spinach Feta Wrap,Food,Sandwiches,5.75,2,11.5,0,11.5,7.7,67.0,App,CUST-00005,Green,6,Winter,Cloudy
TXN-0268,2024-09-01,Sunday,09:43,Mid Morning,STR-MIA-01,Miami,South Beach,USA,Cold Brew,Beverages,Cold Coffee,4.75,1,4.75,0,4.75,3.65,76.8,App,CUST-01730,Platinum,2,Fall,Cloudy
TXN-0269,2024-09-01,Sunday,08:51,Morning Rush,STR-NYC-02,New York,Brooklyn,USA,Cold Brew,Beverages,Cold Coffee,4.75,1,4.75,0,4.75,3.65,76.8,Card,CUST-01568,Gold,2,Fall,Cloudy
TXN-0270,2024-11-24,Sunday,14:39,Afternoon,STR-LA-01,Los Angeles,Downtown,USA,Pike Place Roast,Beverages,Hot Coffee,3.65,1,3.65,0,3.65,2.8,76.7,Card,CUST-01687,Platinum,1,Fall,Windy
TXN-0271,2024-12-17,Tuesday,08:06,Morning Rush,STR-LA-01,Los Angeles,Downtown,USA,Impossible Breakfast Sandwich,Food,Sandwiches,6.45,3,19.35,5,18.38,12.75,65.9,Contactless,CUST-01440,Platinum,9,Winter,Snowy
TXN-0272,2024-06-10,Monday,15:15,Afternoon,STR-AUS-01,Austin,Downtown,USA,Matcha Latte,Beverages,Hot Coffee,6.25,1,6.25,0,6.25,4.55,72.8,Cash,CUST-02829,Platinum,3,Summer,Sunny
TXN-0273,2024-12-03,Tuesday,14:12,Afternoon,STR-SEA-02,Seattle,Pike Place,USA,Chocolate Croissant,Food,Bakery,4.45,1,4.45,0,4.45,2.95,66.3,Contactless,CUST-01581,Green,1,Winter,Sunny
TXN-0274,2024-05-03,Friday,08:56,Morning Rush,STR-NYC-01,New York,Manhattan,USA,Marshmallow Dream Bar,Food,Snacks,2.95,2,5.9,15,5.02,4.3,72.9,Contactless,CUST-02329,Gold,2,Spring,Snowy
TXN-0275,2024-07-06,Saturday,16:49,Afternoon,STR-NYC-02,New York,Brooklyn,USA,Impossible Breakfast Sandwich,Food,Sandwiches,6.45,2,12.9,0,12.9,8.5,65.9,Cash,CUST-00884,Green,2,Summer,Sunny
TXN-0276,2024-01-31,Wednesday,15:32,Afternoon,STR-SEA-02,Seattle,Pike Place,USA,Spinach Feta Wrap,Food,Sandwiches,5.75,1,5.75,0,5.75,3.85,67.0,Card,CUST-01137,Gold,1,Winter,Sunny
TXN-0277,2024-06-07,Friday,09:51,Mid Morning,STR-LA-01,Los Angeles,Downtown,USA,Cold Brew,Beverages,Cold Coffee,4.75,1,4.75,0,4.75,3.65,76.8,App,CUST-01271,Gold,3,Summer,Snowy
TXN-0278,2024-05-02,Thursday,19:07,Evening,STR-MIA-01,Miami,South Beach,USA,Cold Brew,Beverages,Cold Coffee,4.75,1,4.75,0,4.75,3.65,76.8,Card,CUST-00490,Green,2,Spring,Sunny
TXN-0279,2024-12-28,Saturday,09:22,Mid Morning,STR-AUS-01,Austin,Downtown,USA,Pike Place Roast,Beverages,Hot Coffee,3.65,2,7.3,0,7.3,5.6,76.7,Card,CUST-01524,Platinum,4,Winter,Cloudy
TXN-0280,2024-05-17,Friday,07:51,Morning Rush,STR-SEA-02,Seattle,Pike Place,USA,Pike Place Roast,Beverages,Hot Coffee,3.65,2,7.3,0,7.3,5.6,76.7,App,CUST-02033,Green,4,Spring,Snowy
TXN-0281,2024-09-18,Wednesday,18:10,Evening,STR-SEA-01,Seattle,Capitol Hill,USA,Birthday Cake Pop,Food,Snacks,1.75,1,1.75,0,1.75,1.2,68.6,App,CUST-00936,Green,3,Fall,Windy
TXN-0282,2024-01-02,Tuesday,06:02,Morning Rush,STR-MIA-01,Miami,South Beach,USA,Peppermint Mocha,Beverages,Hot Coffee,6.45,3,19.35,0,19.35,13.8,71.3,App,CUST-02265,Green,3,Winter,Snowy
TXN-0283,2024-04-24,Wednesday,19:20,Evening,STR-CHI-01,Chicago,The Loop,USA,Bacon & Gouda Sandwich,Food,Sandwiches,5.25,1,5.25,5,4.99,3.45,65.7,App,CUST-02057,Platinum,2,Spring,Sunny
TXN-0284,2024-04-01,Monday,21:25,Evening,STR-NYC-02,New York,Brooklyn,USA,Chai Tea Latte,Beverages,Tea,5.45,2,10.9,10,9.81,8.1,74.3,Cash,CUST-00354,Gold,4,Spring,Windy
TXN-0285,2024-08-21,Wednesday,10:50,Mid Morning,STR-CHI-01,Chicago,The Loop,USA,Caramel Macchiato,Beverages,Hot Coffee,6.45,1,6.45,5,6.13,4.65,72.1,Cash,CUST-02424,Green,2,Summer,Snowy
TXN-0286,2024-04-10,Wednesday,09:00,Mid Morning,STR-SEA-02,Seattle,Pike Place,USA,Starbucks Tumbler,Merchandise,Drinkware,24.95,2,49.9,0,49.9,33.9,67.9,App,CUST-01373,Platinum,4,Spring,Sunny
TXN-0287,2024-12-02,Monday,16:06,Afternoon,STR-LA-02,Los Angeles,Santa Monica,USA,Spinach Feta Wrap,Food,Sandwiches,5.75,2,11.5,0,11.5,7.7,67.0,Contactless,CUST-00246,Green,4,Winter,Cloudy
TXN-0288,2024-12-30,Monday,19:57,Evening,STR-AUS-01,Austin,Downtown,USA,Chai Tea Latte,Beverages,Tea,5.45,1,5.45,0,5.45,4.05,74.3,App,CUST-02379,Gold,2,Winter,Sunny
TXN-0289,2024-09-15,Sunday,11:37,Mid Morning,STR-BOS-01,Boston,Back Bay,USA,Pike Place Roast,Beverages,Hot Coffee,3.65,2,7.3,0,7.3,5.6,76.7,Card,CUST-01195,Platinum,2,Fall,Rainy
TXN-0290,2024-06-10,Monday,16:20,Afternoon,STR-MIA-01,Miami,South Beach,USA,Chocolate Croissant,Food,Bakery,4.45,2,8.9,0,8.9,5.9,66.3,Card,CUST-02395,Green,2,Summer,Sunny
TXN-0291,2024-03-20,Wednesday,12:26,Lunch,STR-NYC-02,New York,Brooklyn,USA,Pike Place Roast,Beverages,Hot Coffee,3.65,1,3.65,0,3.65,2.8,76.7,Cash,CUST-01898,Green,2,Spring,Rainy
TXN-0292,2024-03-02,Saturday,16:52,Afternoon,STR-BOS-01,Boston,Back Bay,USA,Matcha Latte,Beverages,Hot Coffee,6.25,1,6.25,0,6.25,4.55,72.8,App,CUST-02913,Gold,1,Spring,Cloudy
TXN-0293,2024-07-01,Monday,15:16,Afternoon,STR-LA-01,Los Angeles,Downtown,USA,Chocolate Croissant,Food,Bakery,4.45,1,4.45,0,4.45,2.95,66.3,Card,CUST-00388,Gold,2,Summer,Snowy
TXN-0294,2024-02-22,Thursday,07:49,Morning Rush,STR-LA-02,Los Angeles,Santa Monica,USA,Pike Place Roast,Beverages,Hot Coffee,3.65,1,3.65,0,3.65,2.8,76.7,App,CUST-02386,Gold,2,Winter,Windy
TXN-0295,2024-05-12,Sunday,08:57,Morning Rush,STR-MIA-01,Miami,South Beach,USA,Matcha Latte,Beverages,Hot Coffee,6.25,1,6.25,5,5.94,4.55,72.8,App,CUST-00175,Green,2,Spring,Snowy
TXN-0296,2024-01-26,Friday,11:46,Mid Morning,STR-SEA-02,Seattle,Pike Place,USA,Americano,Beverages,Hot Coffee,3.45,3,10.35,0,10.35,8.1,78.3,Contactless,CUST-00708,Gold,9,Winter,Rainy
TXN-0297,2024-04-19,Friday,11:09,Mid Morning,STR-NYC-01,New York,Manhattan,USA,Vanilla Latte,Beverages,Hot Coffee,5.95,1,5.95,0,5.95,4.35,73.1,Cash,CUST-02044,Platinum,1,Spring,Snowy
TXN-0298,2024-10-08,Tuesday,09:08,Mid Morning,STR-SEA-02,Seattle,Pike Place,USA,Marshmallow Dream Bar,Food,Snacks,2.95,1,2.95,0,2.95,2.15,72.9,App,CUST-01567,Platinum,1,Fall,Rainy
TXN-0299,2024-09-02,Monday,10:36,Mid Morning,STR-AUS-01,Austin,Downtown,USA,Starbucks Tumbler,Merchandise,Drinkware,24.95,2,49.9,0,49.9,33.9,67.9,App,CUST-01307,Gold,2,Fall,Windy
TXN-0300,2024-04-22,Monday,17:03,Evening,STR-MIA-01,Miami,South Beach,USA,Caramel Macchiato,Beverages,Hot Coffee,6.45,3,19.35,0,19.35,13.95,72.1,Card,CUST-00411,Platinum,3,Spring,Cloudy
TXN-0301,2024-12-02,Monday,17:58,Evening,STR-NYC-01,New York,Manhattan,USA,Espresso,Beverages,Hot Coffee,2.95,1,2.95,5,2.8,2.35,79.7,Contactless,CUST-01454,Green,3,Winter,Cloudy
TXN-0302,2024-03-31,Sunday,17:44,Evening,STR-SEA-01,Seattle,Capitol Hill,USA,Chai Tea Latte,Beverages,Tea,5.45,1,5.45,10,4.91,4.05,74.3,Cash,CUST-02326,Green,3,Spring,Windy
TXN-0303,2024-03-13,Wednesday,17:31,Evening,STR-AUS-01,Austin,Downtown,USA,Espresso,Beverages,Hot Coffee,2.95,2,5.9,0,5.9,4.7,79.7,App,CUST-00231,Gold,2,Spring,Cloudy
TXN-0304,2024-11-04,Monday,12:21,Lunch,STR-BOS-01,Boston,Back Bay,USA,Espresso,Beverages,Hot Coffee,2.95,1,2.95,0,2.95,2.35,79.7,Card,CUST-01326,Green,2,Fall,Sunny
TXN-0305,2024-01-12,Friday,19:49,Evening,STR-NYC-02,New York,Brooklyn,USA,Pike Place Roast,Beverages,Hot Coffee,3.65,1,3.65,5,3.47,2.8,76.7,Cash,CUST-02886,Gold,1,Winter,Snowy
TXN-0306,2024-10-27,Sunday,10:10,Mid Morning,STR-SEA-02,Seattle,Pike Place,USA,Matcha Latte,Beverages,Hot Coffee,6.25,1,6.25,5,5.94,4.55,72.8,Cash,CUST-00714,Gold,3,Fall,Windy
TXN-0307,2024-12-21,Saturday,14:11,Afternoon,STR-SEA-02,Seattle,Pike Place,USA,Birthday Cake Pop,Food,Snacks,1.75,1,1.75,0,1.75,1.2,68.6,Card,CUST-00728,Platinum,2,Winter,Sunny
TXN-0308,2024-12-25,Wednesday,17:36,Evening,STR-NYC-01,New York,Manhattan,USA,Spinach Feta Wrap,Food,Sandwiches,5.75,3,17.25,0,17.25,11.55,67.0,Card,CUST-02620,Gold,9,Winter,Windy
TXN-0309,2024-02-23,Friday,16:15,Afternoon,STR-SEA-01,Seattle,Capitol Hill,USA,Marshmallow Dream Bar,Food,Snacks,2.95,1,2.95,15,2.51,2.15,72.9,App,CUST-02904,Green,3,Winter,Rainy
TXN-0310,2024-08-16,Friday,09:04,Mid Morning,STR-SEA-01,Seattle,Capitol Hill,USA,Caramel Macchiato,Beverages,Hot Coffee,6.45,1,6.45,0,6.45,4.65,72.1,App,CUST-00198,Green,3,Summer,Snowy
TXN-0311,2024-08-12,Monday,18:31,Evening,STR-SEA-02,Seattle,Pike Place,USA,Bacon & Gouda Sandwich,Food,Sandwiches,5.25,4,21.0,0,21.0,13.8,65.7,Contactless,CUST-02368,Gold,4,Summer,Cloudy
TXN-0312,2024-03-24,Sunday,18:18,Evening,STR-NYC-01,New York,Manhattan,USA,Impossible Breakfast Sandwich,Food,Sandwiches,6.45,1,6.45,0,6.45,4.25,65.9,Cash,CUST-00697,Green,1,Spring,Snowy
TXN-0313,2024-03-23,Saturday,19:05,Evening,STR-SEA-01,Seattle,Capitol Hill,USA,Matcha Latte,Beverages,Hot Coffee,6.25,1,6.25,0,6.25,4.55,72.8,App,CUST-01767,Platinum,2,Spring,Cloudy
TXN-0314,2024-11-06,Wednesday,08:13,Morning Rush,STR-LA-02,Los Angeles,Santa Monica,USA,Vanilla Bean Scone,Food,Bakery,3.45,1,3.45,0,3.45,2.45,71.0,Cash,CUST-02706,Platinum,3,Fall,Rainy
TXN-0315,2024-06-01,Saturday,11:35,Mid Morning,STR-MIA-01,Miami,South Beach,USA,Vanilla Latte,Beverages,Hot Coffee,5.95,1,5.95,0,5.95,4.35,73.1,Contactless,CUST-00359,Gold,1,Summer,Rainy
TXN-0316,2024-12-04,Wednesday,07:10,Morning Rush,STR-CHI-01,Chicago,The Loop,USA,Marshmallow Dream Bar,Food,Snacks,2.95,1,2.95,15,2.51,2.15,72.9,Cash,CUST-01629,Gold,1,Winter,Snowy
TXN-0317,2024-09-07,Saturday,13:11,Lunch,STR-SEA-01,Seattle,Capitol Hill,USA,Chai Tea Latte,Beverages,Tea,5.45,1,5.45,10,4.91,4.05,74.3,Contactless,CUST-00183,Gold,1,Fall,Rainy
TXN-0318,2024-08-13,Tuesday,17:36,Evening,STR-NYC-01,New York,Manhattan,USA,Birthday Cake Pop,Food,Snacks,1.75,1,1.75,0,1.75,1.2,68.6,App,CUST-00352,Platinum,3,Summer,Rainy
TXN-0319,2024-10-04,Friday,14:35,Afternoon,STR-NYC-01,New York,Manhattan,USA,Vanilla Bean Scone,Food,Bakery,3.45,4,13.8,5,13.11,9.8,71.0,Contactless,CUST-02346,Platinum,8,Fall,Cloudy
TXN-0320,2024-08-31,Saturday,19:45,Evening,STR-NYC-01,New York,Manhattan,USA,Chai Tea Latte,Beverages,Tea,5.45,1,5.45,0,5.45,4.05,74.3,Card,CUST-00493,Platinum,3,Summer,Snowy
TXN-0321,2024-03-29,Friday,17:08,Evening,STR-NYC-01,New York,Manhattan,USA,Vanilla Latte,Beverages,Hot Coffee,5.95,4,23.8,0,23.8,17.4,73.1,Card,CUST-02570,Platinum,8,Spring,Cloudy
TXN-0322,2024-10-31,Thursday,16:51,Afternoon,STR-NYC-02,New York,Brooklyn,USA,Chai Tea Latte,Beverages,Tea,5.45,1,5.45,0,5.45,4.05,74.3,Cash,CUST-01132,Platinum,2,Fall,Windy
TXN-0323,2024-08-22,Thursday,15:33,Afternoon,STR-SEA-02,Seattle,Pike Place,USA,Caramel Macchiato,Beverages,Hot Coffee,6.45,2,12.9,0,12.9,9.3,72.1,App,CUST-00433,Green,2,Summer,Windy
TXN-0324,2024-02-21,Wednesday,18:56,Evening,STR-SEA-02,Seattle,Pike Place,USA,Chocolate Croissant,Food,Bakery,4.45,3,13.35,0,13.35,8.85,66.3,Contactless,CUST-00154,Platinum,6,Winter,Cloudy
TXN-0325,2024-05-21,Tuesday,14:44,Afternoon,STR-SEA-02,Seattle,Pike Place,USA,Spinach Feta Wrap,Food,Sandwiches,5.75,1,5.75,0,5.75,3.85,67.0,Card,CUST-00202,Gold,3,Spring,Snowy
TXN-0326,2024-05-17,Friday,17:19,Evening,STR-CHI-01,Chicago,The Loop,USA,Birthday Cake Pop,Food,Snacks,1.75,1,1.75,0,1.75,1.2,68.6,App,CUST-00934,Gold,3,Spring,Cloudy
TXN-0327,2024-06-02,Sunday,10:46,Mid Morning,STR-SEA-02,Seattle,Pike Place,USA,Birthday Cake Pop,Food,Snacks,1.75,2,3.5,0,3.5,2.4,68.6,Contactless,CUST-00866,Green,2,Summer,Snowy
TXN-0328,2024-09-05,Thursday,17:32,Evening,STR-LA-01,Los Angeles,Downtown,USA,Bottled Water,Merchandise,Drinks,2.45,3,7.35,0,7.35,6.15,83.7,Contactless,CUST-00556,Platinum,9,Fall,Windy
TXN-0329,2024-10-18,Friday,18:12,Evening,STR-NYC-01,New York,Manhattan,USA,Caramel Macchiato,Beverages,Hot Coffee,6.45,1,6.45,0,6.45,4.65,72.1,Cash,CUST-02887,Gold,1,Fall,Cloudy
TXN-0330,2024-05-20,Monday,12:40,Lunch,STR-NYC-02,New York,Brooklyn,USA,Birthday Cake Pop,Food,Snacks,1.75,2,3.5,0,3.5,2.4,68.6,Contactless,CUST-02434,Green,4,Spring,Snowy
TXN-0331,2024-03-31,Sunday,10:10,Mid Morning,STR-CHI-01,Chicago,The Loop,USA,Marshmallow Dream Bar,Food,Snacks,2.95,1,2.95,5,2.8,2.15,72.9,Cash,CUST-00113,Platinum,1,Spring,Snowy
TXN-0332,2024-01-26,Friday,17:13,Evening,STR-LA-02,Los Angeles,Santa Monica,USA,Americano,Beverages,Hot Coffee,3.45,3,10.35,0,10.35,8.1,78.3,Cash,CUST-02669,Platinum,3,Winter,Snowy
TXN-0333,2024-09-19,Thursday,20:43,Evening,STR-NYC-01,New York,Manhattan,USA,Caramel Macchiato,Beverages,Hot Coffee,6.45,3,19.35,0,19.35,13.95,72.1,Card,CUST-02463,Green,9,Fall,Sunny
TXN-0334,2024-04-24,Wednesday,20:45,Evening,STR-CHI-01,Chicago,The Loop,USA,Strawberry Açaí Refresher,Beverages,Refreshers,5.25,2,10.5,0,10.5,8.2,78.1,Contactless,CUST-01033,Gold,4,Spring,Cloudy
TXN-0335,2024-08-26,Monday,17:25,Evening,STR-BOS-01,Boston,Back Bay,USA,Chai Tea Latte,Beverages,Tea,5.45,2,10.9,0,10.9,8.1,74.3,Cash,CUST-02300,Platinum,6,Summer,Windy
TXN-0336,2024-11-07,Thursday,08:04,Morning Rush,STR-SEA-01,Seattle,Capitol Hill,USA,Chocolate Croissant,Food,Bakery,4.45,1,4.45,15,3.78,2.95,66.3,Cash,CUST-01070,Platinum,2,Fall,Rainy
TXN-0337,2024-04-06,Saturday,09:03,Mid Morning,STR-BOS-01,Boston,Back Bay,USA,Americano,Beverages,Hot Coffee,3.45,1,3.45,0,3.45,2.7,78.3,Card,CUST-02955,Gold,3,Spring,Sunny
TXN-0338,2024-12-01,Sunday,09:26,Mid Morning,STR-SEA-02,Seattle,Pike Place,USA,Marshmallow Dream Bar,Food,Snacks,2.95,4,11.8,0,11.8,8.6,72.9,Card,CUST-01406,Green,12,Winter,Cloudy
TXN-0339,2024-12-17,Tuesday,12:42,Lunch,STR-SEA-01,Seattle,Capitol Hill,USA,Starbucks Tumbler,Merchandise,Drinkware,24.95,2,49.9,0,49.9,33.9,67.9,Card,CUST-01204,Green,6,Winter,Sunny
TXN-0340,2024-08-29,Thursday,16:35,Afternoon,STR-LA-01,Los Angeles,Downtown,USA,Matcha Latte,Beverages,Hot Coffee,6.25,2,12.5,10,11.25,9.1,72.8,App,CUST-00911,Gold,6,Summer,Rainy
TXN-0341,2024-04-24,Wednesday,18:23,Evening,STR-CHI-01,Chicago,The Loop,USA,Chocolate Croissant,Food,Bakery,4.45,1,4.45,0,4.45,2.95,66.3,Contactless,CUST-00220,Gold,1,Spring,Windy
TXN-0342,2024-10-24,Thursday,09:07,Mid Morning,STR-SEA-02,Seattle,Pike Place,USA,Cold Brew,Beverages,Cold Coffee,4.75,1,4.75,0,4.75,3.65,76.8,Card,CUST-00563,Gold,1,Fall,Cloudy
TXN-0343,2024-06-24,Monday,18:29,Evening,STR-LA-01,Los Angeles,Downtown,USA,Bacon & Gouda Sandwich,Food,Sandwiches,5.25,4,21.0,0,21.0,13.8,65.7,App,CUST-01998,Platinum,4,Summer,Rainy
TXN-0344,2024-11-19,Tuesday,07:28,Morning Rush,STR-CHI-01,Chicago,The Loop,USA,Americano,Beverages,Hot Coffee,3.45,1,3.45,0,3.45,2.7,78.3,Card,CUST-02006,Green,3,Fall,Sunny
TXN-0345,2024-03-07,Thursday,11:30,Mid Morning,STR-SEA-02,Seattle,Pike Place,USA,Vanilla Bean Scone,Food,Bakery,3.45,2,6.9,0,6.9,4.9,71.0,Cash,CUST-00058,Platinum,2,Spring,Rainy
TXN-0346,2024-09-28,Saturday,06:46,Morning Rush,STR-LA-02,Los Angeles,Santa Monica,USA,Vanilla Latte,Beverages,Hot Coffee,5.95,1,5.95,0,5.95,4.35,73.1,Card,CUST-00421,Gold,2,Fall,Snowy
TXN-0347,2024-09-14,Saturday,17:19,Evening,STR-CHI-01,Chicago,The Loop,USA,Chocolate Croissant,Food,Bakery,4.45,1,4.45,0,4.45,2.95,66.3,Cash,CUST-01777,Platinum,3,Fall,Cloudy
TXN-0348,2024-06-24,Monday,09:58,Mid Morning,STR-SEA-02,Seattle,Pike Place,USA,Spinach Feta Wrap,Food,Sandwiches,5.75,1,5.75,0,5.75,3.85,67.0,Card,CUST-00866,Green,3,Summer,Sunny
TXN-0349,2024-10-28,Monday,10:41,Mid Morning,STR-NYC-01,New York,Manhattan,USA,Bottled Water,Merchandise,Drinks,2.45,1,2.45,0,2.45,2.05,83.7,App,CUST-02433,Platinum,2,Fall,Sunny
TXN-0350,2024-12-04,Wednesday,07:44,Morning Rush,STR-NYC-02,New York,Brooklyn,USA,Matcha Latte,Beverages,Hot Coffee,6.25,2,12.5,0,12.5,9.1,72.8,Cash,CUST-01944,Gold,2,Winter,Cloudy
TXN-0351,2024-04-15,Monday,15:42,Afternoon,STR-AUS-01,Austin,Downtown,USA,Caramel Macchiato,Beverages,Hot Coffee,6.45,1,6.45,0,6.45,4.65,72.1,Card,CUST-01716,Platinum,3,Spring,Sunny
TXN-0352,2024-09-18,Wednesday,17:31,Evening,STR-LA-02,Los Angeles,Santa Monica,USA,Matcha Latte,Beverages,Hot Coffee,6.25,1,6.25,0,6.25,4.55,72.8,Card,CUST-01467,Gold,3,Fall,Snowy
TXN-0353,2024-05-31,Friday,12:13,Lunch,STR-MIA-01,Miami,South Beach,USA,Vanilla Latte,Beverages,Hot Coffee,5.95,1,5.95,0,5.95,4.35,73.1,App,CUST-00453,Green,1,Spring,Windy
TXN-0354,2024-12-08,Sunday,08:32,Morning Rush,STR-NYC-02,New York,Brooklyn,USA,Marshmallow Dream Bar,Food,Snacks,2.95,1,2.95,5,2.8,2.15,72.9,Card,CUST-01871,Green,2,Winter,Rainy
TXN-0355,2024-05-15,Wednesday,17:55,Evening,STR-NYC-01,New York,Manhattan,USA,Impossible Breakfast Sandwich,Food,Sandwiches,6.45,1,6.45,10,5.81,4.25,65.9,Cash,CUST-01745,Gold,3,Spring,Sunny
TXN-0356,2024-02-18,Sunday,08:41,Morning Rush,STR-LA-01,Los Angeles,Downtown,USA,Peppermint Mocha,Beverages,Hot Coffee,6.45,1,6.45,0,6.45,4.6,71.3,Cash,CUST-00381,Gold,3,Winter,Rainy
TXN-0357,2024-06-24,Monday,11:29,Mid Morning,STR-CHI-01,Chicago,The Loop,USA,Pike Place Roast,Beverages,Hot Coffee,3.65,1,3.65,5,3.47,2.8,76.7,Contactless,CUST-02658,Platinum,2,Summer,Cloudy
TXN-0358,2024-02-27,Tuesday,07:54,Morning Rush,STR-LA-01,Los Angeles,Downtown,USA,Pike Place Roast,Beverages,Hot Coffee,3.65,2,7.3,0,7.3,5.6,76.7,Contactless,CUST-00743,Platinum,4,Winter,Windy
TXN-0359,2024-07-13,Saturday,18:56,Evening,STR-LA-01,Los Angeles,Downtown,USA,Mango Dragonfruit Lemonade,Beverages,Refreshers,5.45,2,10.9,0,10.9,8.5,78.0,Contactless,CUST-01806,Gold,2,Summer,Sunny
TXN-0360,2024-02-02,Friday,06:55,Morning Rush,STR-AUS-01,Austin,Downtown,USA,Chai Tea Latte,Beverages,Tea,5.45,2,10.9,5,10.36,8.1,74.3,Card,CUST-02744,Platinum,6,Winter,Rainy
TXN-0361,2024-09-22,Sunday,15:27,Afternoon,STR-LA-02,Los Angeles,Santa Monica,USA,Bottled Water,Merchandise,Drinks,2.45,2,4.9,0,4.9,4.1,83.7,Contactless,CUST-00609,Platinum,6,Fall,Windy
TXN-0362,2024-11-09,Saturday,19:32,Evening,STR-MIA-01,Miami,South Beach,USA,Pumpkin Spice Latte,Beverages,Hot Coffee,6.45,1,6.45,10,5.81,4.55,70.5,Contactless,CUST-01314,Green,1,Fall,Cloudy
